	P-Surprise	P-Sadness	P-None	P-Fear	P-Disgust	P-Anger	R-Surprise	R-Sadness	R-None	R-Fear	R-Disgust	R-Anger	F1-Surprise	F1-Sadness	F1-None	F1-Fear	F1-Disgust	F1-Anger
1	60.2941176470588	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333334	89.1304347826087	100	95.6521739130435	28.4210526315789	78.6885245901639	87.5	71.9298245614035	84.8484848484849	59.4594594594594	44.2622950819672	73.2824427480916	90.3225806451613
2	60.2941176470588	73.6842105263158	43.1372549019608	100	70	93.3333333333333	87.2340425531915	100	95.6521739130435	29.6703296703297	79.0322580645161	77.7777777777778	71.304347826087	84.8484848484849	59.4594594594594	45.7627118644068	74.2424242424242	84.8484848484848
3	60.2941176470588	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333334	89.1304347826087	100	95.6521739130435	29.0322580645161	77.4193548387097	82.3529411764706	71.9298245614035	84.8484848484849	59.4594594594594	45	72.7272727272727	87.5
4	60.2941176470588	73.6842105263158	43.1372549019608	100	74.2857142857143	93.3333333333334	82	100	95.6521739130435	31.3953488372093	80	82.3529411764706	69.4915254237288	84.8484848484849	59.4594594594594	47.787610619469	77.037037037037	87.5
5	60.2941176470588	73.6842105263158	43.1372549019608	100	74.2857142857143	93.3333333333333	89.1304347826087	100	95.6521739130435	30	77.6119402985075	93.3333333333333	71.9298245614035	84.8484848484849	59.4594594594594	46.1538461538462	75.9124087591241	93.3333333333333
6	60.2941176470588	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333333	89.1304347826087	100	95.6521739130435	29.3478260869565	78.6885245901639	73.6842105263158	71.9298245614035	84.8484848484849	59.4594594594594	45.3781512605042	73.2824427480916	82.3529411764706
7	60.2941176470588	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333334	87.2340425531915	100	95.6521739130435	29.0322580645161	78.6885245901639	82.3529411764706	71.304347826087	84.8484848484849	59.4594594594594	45	73.2824427480916	87.5
8	58.8235294117647	73.6842105263158	43.1372549019608	100	71.4285714285714	93.3333333333334	88.8888888888889	96.551724137931	95.6521739130435	29.6703296703297	78.125	82.3529411764706	70.7964601769911	83.5820895522388	59.4594594594594	45.7627118644068	74.6268656716418	87.5
	P-Surprise	P-Sadness	P-None	P-Fear	P-Disgust	P-Anger	R-Surprise	R-Sadness	R-None	R-Fear	R-Disgust	R-Anger	F1-Surprise	F1-Sadness	F1-None	F1-Fear	F1-Disgust	F1-Anger
1	58.8235294117647	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333333	88.8888888888889	100	95.6521739130435	27.8350515463918	78.6885245901639	93.3333333333333	70.7964601769911	84.8484848484849	59.4594594594594	43.5483870967742	73.2824427480916	93.3333333333333
	P-Surprise	P-Sadness	P-None	P-Fear	P-Disgust	P-Anger	R-Surprise	R-Sadness	R-None	R-Fear	R-Disgust	R-Anger	F1-Surprise	F1-Sadness	F1-None	F1-Fear	F1-Disgust	F1-Anger
1	58.8235294117647	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333333	88.8888888888889	100	95.6521739130435	27.8350515463918	78.6885245901639	93.3333333333333	70.7964601769911	84.8484848484849	59.4594594594594	43.5483870967742	73.2824427480916	93.3333333333333
2	60.2941176470588	73.6842105263158	43.1372549019608	100	70	93.3333333333333	89.1304347826087	100	95.6521739130435	28.7234042553192	77.7777777777778	93.3333333333333	71.9298245614035	84.8484848484849	59.4594594594594	44.6280991735537	73.6842105263158	93.3333333333333
	P-Surprise	P-Sadness	P-None	P-Fear	P-Disgust	P-Anger	R-Surprise	R-Sadness	R-None	R-Fear	R-Disgust	R-Anger	F1-Surprise	F1-Sadness	F1-None	F1-Fear	F1-Disgust	F1-Anger
1	58.8235294117647	73.6842105263158	43.1372549019608	100	68.5714285714286	93.3333333333333	88.8888888888889	100	95.6521739130435	27.8350515463918	78.6885245901639	93.3333333333333	70.7964601769911	84.8484848484849	59.4594594594594	43.5483870967742	73.2824427480916	93.3333333333333
2	60.2941176470588	73.6842105263158	43.1372549019608	100	70	93.3333333333333	89.1304347826087	100	95.6521739130435	28.7234042553192	77.7777777777778	93.3333333333333	71.9298245614035	84.8484848484849	59.4594594594594	44.6280991735537	73.6842105263158	93.3333333333333
